https://syrianarchive.org/database/2308,None,34.89473509,36.49683602,18/06/2016,None,Cluster Munition,Warplanes target the Houla area with cluster bombs. 18-6-2016
https://syrianarchive.org/database/2307,HAMA : Talaf,34.912113,36.5580877,18/06/2016,Use of illegal weapons,Cluster Munition,Warplanes target Talaf village with cluster bombs 18-6-2016
https://syrianarchive.org/database/2306,None,35.3598353,36.6552673,17/06/2016,None,Cluster Munition,Rocket containing cluster bombs dropped by Russian warplanes on Latmeen village of Hama countryside. 17-6-2016
https://syrianarchive.org/database/2304,HAMA : Latammin,35.3598353,36.6552673,17/06/2016,Use of illegal weapons,Cluster Munition,Russian warplanes drop cluster bombs on Latmeen village of northern Hama countryside 17-6-2016
https://syrianarchive.org/database/2955,ALEPPO : Ma&#39;adi,None,None,15/06/2016,Specifically protected persons and objects,None,Damage in M2 (Omar bin Al khattab) hospital as a result of alleged Russian airstrikes
https://syrianarchive.org/database/2303,ALEPPO : Anadan,36.2906257,37.0454009,10/06/2016,Use of illegal weapons,Cluster Munition,Watch the moment Anadan was targeted with cluster bombs by Russian warplanes.
https://syrianarchive.org/database/2302,ALEPPO : Kafar Aleppo,36.0602782,36.8721139,10/06/2016,Use of illegal weapons,Cluster Munition,The civil defence center in Kafar Aleppo is out of service due to being targeted with cluster bombs and rockets.
https://syrianarchive.org/database/2301,IDLIB : Maret Numan,35.6479869,36.6795425,07/06/2016,Use of illegal weapons,Cluster Munition,Watch... Civil defence members collecting cluster bombs after warplanes bombed Maarat al-Nouman in Idlib.
https://syrianarchive.org/database/2300,IDLIB : Maret Numan,35.6479869,36.6795425,07/06/2016,Use of illegal weapons,Cluster Munition,The killing of a little girl in a Russian air strike with cluster bombs on Maarat al-Nouman south of Idlib.
https://syrianarchive.org/database/2299,IDLIB : Maret Numan,35.6479869,36.6795425,07/06/2016,Use of illegal weapons,Cluster Munition,The place shelled by Russian cluster bombs in Maarat Al Nouman city in Idlib countryside. 7/6/2016
https://syrianarchive.org/database/2298,None,35.6479869,36.6795425,07/06/2016,None,Cluster Munition,The civil defense team of Maarat Al Nouman collect the cluster bombs after the city was bombed. 7-6-2016
https://syrianarchive.org/database/2297,ALEPPO : Maret Artiq,36.24796208,37.05347594,06/06/2016,Use of illegal weapons,Cluster Munition,An Air Raid with Cluster Bombs That Targeted last night Maret Alartik Town
https://syrianarchive.org/database/2295,DAMASCUS : Madaya,33.6904957,36.1018973,06/06/2016,Use of illegal weapons,Cluster Munition,Shelling with cluster bombs on Madaya in the first day of Ramadan and victims.
https://syrianarchive.org/database/2293,ALEPPO : Harithan,36.2835216,37.0823811,05/06/2016,Use of illegal weapons,Cluster Munition,The first Moments of the night Strike with Cluster Bombs on Hreytan Town
https://syrianarchive.org/database/2292,IDLIB,35.92685704,36.62838811,05/06/2016,Use of illegal weapons,Cluster Munition,The Syrian Civil Defense of Idlib || 5-6-2016 || Extinguishing a firein the market.
https://syrianarchive.org/database/2291,IDLIB,35.93234757,36.6292035,05/06/2016,Use of illegal weapons,Cluster Munition,Syrian Civil Defense Idlib 05-06-2016 extinguish a Fire in the local Market After Stong Raids
https://syrianarchive.org/database/2290,ALEPPO : Harithan,36.2861677,37.1097748,05/06/2016,Use of illegal weapons,Cluster Munition,"Russian Raids with Cluster and other bombs on Hretan, north of Aleppo"
https://syrianarchive.org/database/2288,ALEPPO : Harithan,36.2835216,37.0823811,05/06/2016,Use of illegal weapons,Cluster Munition,First Moments of the air Strike on Hreitan Town and Extinguishing the Fires due to the strike by Cluster Bombs
https://syrianarchive.org/database/2287,IDLIB,34.80207062,38.99681091,05/06/2016,Use of illegal weapons,Cluster Munition,The Regime targets the Main Market in Idlib With Cluster Bombs
https://syrianarchive.org/database/30435,ALEPPO,None,None,03/06/2016,Unlawful attacks,None,the destruction in the towns of Aleppo&#39;s northern countryside by the continuous airstrikes
https://syrianarchive.org/database/2285,IDLIB : Saraqib nahiyah,35.8614715,36.7981073,03/06/2016,Use of illegal weapons,Cluster Munition,Raids on Saraqeb City with Cluster Rockets Causing Several Casualties
https://syrianarchive.org/database/2283,ALEPPO : Hayyan,36.3202591,37.0574754,03/06/2016,Use of illegal weapons,Cluster Munition,Civil Defense extinguishes fires in Hayan Town due to Air Strikes With Cluster Bombs
https://syrianarchive.org/database/2282,IDLIB : Binnish,35.9581565,36.7118971,02/06/2016,Use of illegal weapons,Cluster Munition,Extinguishing fire due to cluster Strikes
https://syrianarchive.org/database/2281,IDLIB : Binnish,35.9581565,36.7118971,02/06/2016,Use of illegal weapons,Cluster Munition,The Civil Defense extinguish fires in the farmlands around Binnish after targeting it with Cluster Bombs
https://syrianarchive.org/database/2272,IDLIB : Saraqib nahiyah,35.8614715,36.7981073,01/06/2016,Use of illegal weapons,Cluster Munition,Injured civilians due to alleged Russian airstrikes around Saraqb using cluster bombs
https://syrianarchive.org/database/2271,ALEPPO : Harithan,36.27897206,37.08136484,30/05/2016,Use of illegal weapons,Cluster Munition,The Civil Defense team removing the remnants of unexploded cluster bombs in Hretan
https://syrianarchive.org/database/30436,ALEPPO : Harithan,None,None,29/05/2016,Unlawful attacks,None,targeting Harithan towns by the airstrikes for the fifth day respectively - Aleppo
https://syrianarchive.org/database/2269,ALEPPO : Anadan,36.2906257,37.0454009,29/05/2016,Use of illegal weapons,Cluster Munition,The civil defense team extinguishing a fire as a result of a cluster bomb attack in Anadan
https://syrianarchive.org/database/2268,ALEPPO : Hayyan,36.3202591,37.0574754,29/05/2016,Use of illegal weapons,Cluster Munition,Removal of cluster bombs by the Syrian Civil Defense
https://syrianarchive.org/database/30437,ALEPPO : Anadan,None,None,28/05/2016,Unlawful attacks,None,the destruction in Anadan and Hraytan towns by the airstrikes - Aleppo
https://syrianarchive.org/database/2266,ALEPPO : Anadan,36.2906257,37.0454009,28/05/2016,Use of illegal weapons,Cluster Munition,The destruction in Anadan and Hretan as a result of airstrikes which included the use of cluster bombs
https://syrianarchive.org/database/2560,ALEPPO : Harithan,None,None,27/05/2016,Alleged civilian casualties from Russian attacks,None,Casualties as a result of alleged Russian attacks on a bakery
https://syrianarchive.org/database/2265,HAMA : KafrZita,35.3740182,36.6012942,27/05/2016,Use of illegal weapons,Cluster Munition,Bombing with cluster rockets on Kafarzita town in the countryside of Hamah 27-05-2016
https://syrianarchive.org/database/2264,ALEPPO : Harithan,36.28613311,37.11002156,27/05/2016,Use of illegal weapons,Cluster Munition,Casualties as a result of an airstrike which targeted a bakery in Hretan
https://syrianarchive.org/database/2263,ALEPPO : Harithan,36.2861677,37.1097748,27/05/2016,Use of illegal weapons,Cluster Munition,Syrian Civil Defense removing unexploded cluster bombs in Hretan
https://syrianarchive.org/database/2261,None,36.28471479,37.09947512,27/05/2016,None,Cluster Munition,Cluster munition that was dropped in latamneh as a result of an alleged Russian airstrike
https://syrianarchive.org/database/2260,HAMA : latamneh,35.3250604,36.6255869,27/05/2016,Use of illegal weapons,Cluster Munition,Remnants of a cluster rocket that was dropped by alleged Russian airstrike on Latamneh
https://syrianarchive.org/database/2259,HAMA : latamneh,35.32479779,36.62397757,26/05/2016,Use of illegal weapons,Cluster Munition,Cluster bombs attacks in Latamneh
https://syrianarchive.org/database/2258,IDLIB : Saraqib nahiyah,35.8614715,36.7981073,26/05/2016,Use of illegal weapons,Cluster Munition,Casualties as a result of cluster bombs attack on the sheep market in saraqeb
https://syrianarchive.org/database/2257,None,35.86194973,36.79826823,26/05/2016,None,Cluster Munition,Injured civilians due to a cluster bomb airstrike on the sheep market in saraqeb
https://syrianarchive.org/database/2256,HAMA : Alsayad,35.3991343,36.6195145,25/05/2016,Use of illegal weapons,Cluster Munition,Cluster bomb attack in Alsayad in Hama
https://syrianarchive.org/database/2255,HAMA : latamneh,35.3250604,36.6255869,25/05/2016,Use of illegal weapons,Cluster Munition,Cluster bomb attack in Latamneh
https://syrianarchive.org/database/30358,ALEPPO,None,None,28/04/2016,Specifically protected persons and objects,None,the destruction in a field hospital by Syrian regime&#39;s airstrikes - Aleppo
https://syrianarchive.org/database/30357,ALEPPO : Kalaseh,None,None,28/04/2016,Unlawful attacks,None,an interview with a civil defence member who testifies about the heavy bombing on Al-Kalase neighborhood - Aleppo
https://syrianarchive.org/database/30730,ALEPPO : Sukkari,None,None,27/04/2016,Specifically protected persons and objects,None,More than 20 civilians killed by targeting Al-Quds hospital from alleged Russian warplanes  -Al-Sukkari neighborhood - Aleppo
https://syrianarchive.org/database/2235,ALEPPO : Bustan al-Qasr,36.194200,37.140459,22/04/2016,Alleged civilian casualties from Russian attacks,None,11 civilian casualties and injured as a result of Russian attacks in Aleppo
https://syrianarchive.org/database/674,IDLIB : Hobait,35.4387845,36.5363219,13/03/2016,Alleged civilian casualties from Russian attacks,None,Aleppo_News: the first moment when the Russian aircraft targeted Al-Hobait town in the countryside of Idlib.
https://syrianarchive.org/database/675,HAMA : Kafr Nabudah,35.433661,36.49441,13/03/2016,Alleged civilian casualties from Russian attacks,None,Russian planes launched a raid on Kafr Nabudeh in Hama countryside
https://syrianarchive.org/database/676,DAMASCUS : Duma,33.5709426,36.3968945,13/03/2016,Alleged civilian casualties from Russian attacks,None,"Noureddine, the child who lost his legs as a result of cluster bombs dropped on the city of Duma in Damascus countryside"
https://syrianarchive.org/database/677,ALEPPO : Al atarib,36.1393709,36.8234774,12/03/2016,Alleged civilian casualties from Russian attacks,None,Destruction in al-Atarib as a result of the Russian airstrikes
https://syrianarchive.org/database/678,HAMA : Kafr Nabudah,35.433661,36.49441,12/03/2016,Alleged civilian casualties from Russian attacks,None,More than 20 air strikes and 200 shells dropped on Kafr Nabudah and its surroundings in Hama countryside
https://syrianarchive.org/database/679,HAMA : Kafr Nabudah,35.433661,36.49441,12/03/2016,Alleged civilian casualties from Russian attacks,None,Agency Qassioun || Russian aircraft flying in the skies above Kafr Nabudah in Hama countryside
https://syrianarchive.org/database/680,IDLIB : Hobait,35.4387845,36.5363219,12/03/2016,Alleged civilian casualties from Russian attacks,None,# witness | The first moments military aircraft targeting the town Alhbit Hama countryside in airstrike
https://syrianarchive.org/database/681,HOMS : Palmyra,34.55972222,38.31583333,11/03/2016,Alleged civilian casualties from Russian attacks,None,Coordinating Palmyra - burning one of the transport of food as a result of shelling of civilian trucks by Russian aviation
https://syrianarchive.org/database/682,HOMS : Palmyra,34.55972222,38.31583333,11/03/2016,Alleged civilian casualties from Russian attacks,None,Coordinating Palmyra - the effects of the destruction in the homes of civilians resulting from the shelling by the aviation of Russain accupation on the city&#39;s
https://syrianarchive.org/database/683,DAMASCUS : Duma,33.5709426,36.3968945,11/03/2016,Alleged civilian casualties from Russian attacks,None,Agency Qassioun | The moment Russian aviation bombed al-Maraj in Damascus countryside.
https://syrianarchive.org/database/684,HOMS : Palmyra,34.55972222,38.31583333,10/03/2016,Alleged civilian casualties from Russian attacks,None,Coordinating Palmyra - a terrifying video showing heavy shelling on civilians by Russian aircraft.
https://syrianarchive.org/database/685,LATTAKIA : Jabal Turkman,35.7874449,36.0372269,09/03/2016,Alleged civilian casualties from Russian attacks,None,Report: Regime and Russian aircraft bombing forcing camp residents to flee for a second time in the countryside of Latakia
https://syrianarchive.org/database/686,HOMS : Palmyra,34.55972222,38.31583333,09/03/2016,Alleged civilian casualties from Russian attacks,None,Coordinating Palmyra - the massive destruction caused by Russian aircraft bombing of the city this morning
https://syrianarchive.org/database/687,HOMS : Palmyra,34.55972222,38.31583333,09/03/2016,Alleged civilian casualties from Russian attacks,None,Coordinating Palmyra - one of the Russian aircarft raids on the city&#39;s neighborhoods
https://syrianarchive.org/database/688,IDLIB : Al-Najeya,35.790646,36.212012,09/03/2016,Alleged civilian casualties from Russian attacks,None,Destruction in Idlib as a result of the Russian airstrikes
https://syrianarchive.org/database/689,HAMA : latamneh,35.326749,36.621766,06/03/2016,Alleged civilian casualties from Russian attacks,None,Remnants of rocket fired during Russian bombing of the city of al-Lataminah in Hama
https://syrianarchive.org/database/690,IDLIB : Al hamidia,35°36&#39;58.51&quot;N,36°39&#39;18.96&quot;E,06/03/2016,Alleged civilian casualties from Russian attacks,None,Destruction and damage in the field hospital as a result of the Russian airstrikes
https://syrianarchive.org/database/691,HAMA : latamneh,35.326749,36.621766,06/03/2016,Alleged civilian casualties from Russian attacks,None,Remnants of cluster bomb dropped during Russian aggression on the city of al-Lataminah in Hama countryside
https://syrianarchive.org/database/692,ALEPPO : Darat Izzah,36.2833397,36.8499899,06/03/2016,Alleged civilian casualties from Russian attacks,None,Destruction in 2 ambulances due to suspected Russian shelling 26 Feb 2016
